Operation: R17, Current Value: 67, Part1: 0, Part2: 0
Operation: L11, Current Value: 89, Part1: 806, Part2: 4852
Operation: L993, Current Value: 96, Part1: 806, Part2: 4862
Operation: R496, Current Value: 92, Part1: 806, Part2: 4867
Operation: L92, Current Value: 0, Part1: 807, Part2: 4867
Operation: L91, Current Value: 9, Part1: 807, Part2: 4868
Operation: R591, Current Value: 0, Part1: 808, Part2: 4874
Operation: R31, Current Value: 31, Part1: 808, Part2: 4874
Operation: R69, Current Value: 0, Part1: 809, Part2: 4875
Operation: R68, Current Value: 68, Part1: 809, Part2: 4875
Operation: R2, Current Value: 70, Part1: 809, Part2: 4875
Operation: L81, Current Value: 89, Part1: 809, Part2: 4876
Operation: R165, Current Value: 54, Part1: 809, Part2: 4878
Operation: L381, Current Value: 73, Part1: 809, Part2: 4882
Operation: R27, Current Value: 0, Part1: 810, Part2: 4883
Operation: L28, Current Value: 72, Part1: 810, Part2: 4884
Operation: L72, Current Value: 0, Part1: 811, Part2: 4884
Operation: R52, Current Value: 52, Part1: 811, Part2: 4884
Operation: L47, Current Value: 5, Part1: 811, Part2: 4884
Operation: L135, Current Value: 70, Part1: 811, Part2: 4886
Operation: L70, Current Value: 0, Part1: 812, Part2: 4886
Operation: L15, Current Value: 85, Part1: 812, Part2: 4887
Operation: R15, Current Value: 0, Part1: 813, Part2: 4888
Operation: R98, Current Value: 98, Part1: 813, Part2: 4888
Operation: L88, Current Value: 10, Part1: 813, Part2: 4888
Operation: L93, Current Value: 17, Part1: 813, Part2: 4889
Operation: R431, Current Value: 48, Part1: 813, Part2: 4893
Operation: R918, Current Value: 66, Part1: 813, Part2: 4902
Operation: R62, Current Value: 28, Part1: 813, Part2: 4903
Operation: R78, Current Value: 6, Part1: 813, Part2: 4904
Operation: L6, Current Value: 0, Part1: 814, Part2: 4904
Operation: L34, Current Value: 66, Part1: 814, Part2: 4905
Operation: L32, Current Value: 34, Part1: 814, Part2: 4905
Operation: R1, Current Value: 35, Part1: 814, Part2: 4905
Operation: R34, Current Value: 69, Part1: 814, Part2: 4905
Operation: R82, Current Value: 51, Part1: 814, Part2: 4906
Operation: R49, Current Value: 0, Part1: 815, Part2: 4907
Operation: R11, Current Value: 11, Part1: 815, Part2: 4907
Operation: R3, Current Value: 14, Part1: 815, Part2: 4907
Operation: R34, Current Value: 48, Part1: 815, Part2: 4907
Operation: R19, Current Value: 67, Part1: 815, Part2: 4907
Operation: L21, Current Value: 46, Part1: 815, Part2: 4907
Operation: L46, Current Value: 0, Part1: 816, Part2: 4907
Operation: R68, Current Value: 68, Part1: 816, Part2: 4907
Operation: R487, Current Value: 55, Part1: 816, Part2: 4912
Operation: R45, Current Value: 0, Part1: 817, Part2: 4913
Operation: L364, Current Value: 36, Part1: 817, Part2: 4917
Operation: R60, Current Value: 96, Part1: 817, Part2: 4917
Operation: L96, Current Value: 0, Part1: 818, Part2: 4917
Operation: R18, Current Value: 18, Part1: 818, Part2: 4917
Operation: L51, Current Value: 67, Part1: 818, Part2: 4918
Operation: R821, Current Value: 88, Part1: 818, Part2: 4926
Operation: R840, Current Value: 28, Part1: 818, Part2: 4935
Operation: R72, Current Value: 0, Part1: 819, Part2: 4936
Operation: R79, Current Value: 79, Part1: 819, Part2: 4936
Operation: L8, Current Value: 71, Part1: 819, Part2: 4936
Operation: L8, Current Value: 63, Part1: 819, Part2: 4936
Operation: R338, Current Value: 1, Part1: 819, Part2: 4940
Operation: R99, Current Value: 0, Part1: 820, Part2: 4941
Operation: R67, Current Value: 67, Part1: 820, Part2: 4941
Operation: L67, Current Value: 0, Part1: 821, Part2: 4941
Operation: L57, Current Value: 43, Part1: 821, Part2: 4942
Operation: L343, Current Value: 0, Part1: 822, Part2: 4945
Operation: L88, Current Value: 12, Part1: 822, Part2: 4946
Operation: L12, Current Value: 0, Part1: 823, Part2: 4946
Operation: L29, Current Value: 71, Part1: 823, Part2: 4947
Operation: R46, Current Value: 17, Part1: 823, Part2: 4948
Operation: R27, Current Value: 44, Part1: 823, Part2: 4948
Operation: L551, Current Value: 93, Part1: 823, Part2: 4954
Operation: R73, Current Value: 66, Part1: 823, Part2: 4955
Operation: R34, Current Value: 0, Part1: 824, Part2: 4956
Operation: L80, Current Value: 20, Part1: 824, Part2: 4957
Operation: R80, Current Value: 0, Part1: 825, Part2: 4958
Operation: R95, Current Value: 95, Part1: 825, Part2: 4958
Operation: R75, Current Value: 70, Part1: 825, Part2: 4959
Operation: L86, Current Value: 84, Part1: 825, Part2: 4960
Operation: R85, Current Value: 69, Part1: 825, Part2: 4961
Operation: R78, Current Value: 47, Part1: 825, Part2: 4962
Operation: R74, Current Value: 21, Part1: 825, Part2: 4963
Operation: R50, Current Value: 71, Part1: 825, Part2: 4963
Operation: R534, Current Value: 5, Part1: 825, Part2: 4969
Operation: L1, Current Value: 4, Part1: 825, Part2: 4969
Operation: R96, Current Value: 0, Part1: 826, Part2: 4970
Operation: L49, Current Value: 51, Part1: 826, Part2: 4971
Operation: R49, Current Value: 0, Part1: 827, Part2: 4972
Operation: L34, Current Value: 66, Part1: 827, Part2: 4973
Operation: L66, Current Value: 0, Part1: 828, Part2: 4973
Operation: R85, Current Value: 85, Part1: 828, Part2: 4973
Operation: R80, Current Value: 65, Part1: 828, Part2: 4974
Operation: L621, Current Value: 44, Part1: 828, Part2: 4980
Operation: R56, Current Value: 0, Part1: 829, Part2: 4981
Operation: L82, Current Value: 18, Part1: 829, Part2: 4982
Operation: L90, Current Value: 28, Part1: 829, Part2: 4983
Operation: R86, Current Value: 14, Part1: 829, Part2: 4984
Operation: R36, Current Value: 50, Part1: 829, Part2: 4984
Operation: R177, Current Value: 27, Part1: 829, Part2: 4986
Operation: R773, Current Value: 0, Part1: 830, Part2: 4994
Operation: L41, Current Value: 59, Part1: 830, Part2: 4995
Operation: L59, Current Value: 0, Part1: 831, Part2: 4995
Operation: L73, Current Value: 27, Part1: 831, Part2: 4996
Operation: R73, Current Value: 0, Part1: 832, Part2: 4997
Operation: L952, Current Value: 48, Part1: 832, Part2: 5007
Operation: L24, Current Value: 24, Part1: 832, Part2: 5007
Operation: R66, Current Value: 90, Part1: 832, Part2: 5007
Operation: L51, Current Value: 39, Part1: 832, Part2: 5007
Operation: R18, Current Value: 57, Part1: 832, Part2: 5007
Operation: R43, Current Value: 0, Part1: 833, Part2: 5008
Operation: L10, Current Value: 90, Part1: 833, Part2: 5009
Operation: L707, Current Value: 83, Part1: 833, Part2: 5016
Operation: L83, Current Value: 0, Part1: 834, Part2: 5016
Operation: R49, Current Value: 49, Part1: 834, Part2: 5016
Operation: L40, Current Value: 9, Part1: 834, Part2: 5016
Operation: L74, Current Value: 35, Part1: 834, Part2: 5017
Operation: L35, Current Value: 0, Part1: 835, Part2: 5017
Operation: R62, Current Value: 62, Part1: 835, Part2: 5017
Operation: L62, Current Value: 0, Part1: 836, Part2: 5017
Operation: R936, Current Value: 36, Part1: 836, Part2: 5026
Operation: R64, Current Value: 0, Part1: 837, Part2: 5027
Operation: L61, Current Value: 39, Part1: 837, Part2: 5028
Operation: L39, Current Value: 0, Part1: 838, Part2: 5028
Operation: L26, Current Value: 74, Part1: 838, Part2: 5029
Operation: L45, Current Value: 29, Part1: 838, Part2: 5029
Operation: L53, Current Value: 76, Part1: 838, Part2: 5030
Operation: L20, Current Value: 56, Part1: 838, Part2: 5030
Operation: R79, Current Value: 35, Part1: 838, Part2: 5031
Operation: L2, Current Value: 33, Part1: 838, Part2: 5031
Operation: L5, Current Value: 28, Part1: 838, Part2: 5031
Operation: L13, Current Value: 15, Part1: 838, Part2: 5031
Operation: R85, Current Value: 0, Part1: 839, Part2: 5032
Operation: L62, Current Value: 38, Part1: 839, Part2: 5033
Operation: L45, Current Value: 93, Part1: 839, Part2: 5034
Operation: R29, Current Value: 22, Part1: 839, Part2: 5035
Operation: R50, Current Value: 72, Part1: 839, Part2: 5035
Operation: L72, Current Value: 0, Part1: 840, Part2: 5035
Operation: L24, Current Value: 76, Part1: 840, Part2: 5036
Operation: L76, Current Value: 0, Part1: 841, Part2: 5036
Operation: L27, Current Value: 73, Part1: 841, Part2: 5037
Operation: L79, Current Value: 94, Part1: 841, Part2: 5038
Operation: R6, Current Value: 0, Part1: 842, Part2: 5039
Operation: R428, Current Value: 28, Part1: 842, Part2: 5043
Operation: R418, Current Value: 46, Part1: 842, Part2: 5047
Operation: L485, Current Value: 61, Part1: 842, Part2: 5052
Operation: R39, Current Value: 0, Part1: 843, Part2: 5053
Operation: L162, Current Value: 38, Part1: 843, Part2: 5055
Operation: R30, Current Value: 68, Part1: 843, Part2: 5055
Operation: R32, Current Value: 0, Part1: 844, Part2: 5056
Operation: R75, Current Value: 75, Part1: 844, Part2: 5056
Operation: R25, Current Value: 0, Part1: 845, Part2: 5057
Operation: L57, Current Value: 43, Part1: 845, Part2: 5058
Operation: L143, Current Value: 0, Part1: 846, Part2: 5059
Operation: L13, Current Value: 87, Part1: 846, Part2: 5060
Operation: R48, Current Value: 35, Part1: 846, Part2: 5061
Operation: L35, Current Value: 0, Part1: 847, Part2: 5061
Operation: L615, Current Value: 85, Part1: 847, Part2: 5068
Operation: R715, Current Value: 0, Part1: 848, Part2: 5076
Operation: L923, Current Value: 77, Part1: 848, Part2: 5086
Operation: L66, Current Value: 11, Part1: 848, Part2: 5086
Operation: L968, Current Value: 43, Part1: 848, Part2: 5096
Operation: L43, Current Value: 0, Part1: 849, Part2: 5096
Operation: L760, Current Value: 40, Part1: 849, Part2: 5104
Operation: R91, Current Value: 31, Part1: 849, Part2: 5105
Operation: L94, Current Value: 37, Part1: 849, Part2: 5106
Operation: R563, Current Value: 0, Part1: 850, Part2: 5112
Operation: R60, Current Value: 60, Part1: 850, Part2: 5112
Operation: R40, Current Value: 0, Part1: 851, Part2: 5113
Operation: R17, Current Value: 17, Part1: 851, Part2: 5113
Operation: L17, Current Value: 0, Part1: 852, Part2: 5113
Operation: R90, Current Value: 90, Part1: 852, Part2: 5113
Operation: R218, Current Value: 8, Part1: 852, Part2: 5116
Operation: L60, Current Value: 48, Part1: 852, Part2: 5117
Operation: R92, Current Value: 40, Part1: 852, Part2: 5118
Operation: L40, Current Value: 0, Part1: 853, Part2: 5118
Operation: R14, Current Value: 14, Part1: 853, Part2: 5118
Operation: R68, Current Value: 82, Part1: 853, Part2: 5118
Operation: R96, Current Value: 78, Part1: 853, Part2: 5119
Operation: L323, Current Value: 55, Part1: 853, Part2: 5122
Operation: L155, Current Value: 0, Part1: 854, Part2: 5123
Operation: R76, Current Value: 76, Part1: 854, Part2: 5123
Operation: R24, Current Value: 0, Part1: 855, Part2: 5124
Operation: L87, Current Value: 13, Part1: 855, Part2: 5125
Operation: L59, Current Value: 54, Part1: 855, Part2: 5126
Operation: L41, Current Value: 13, Part1: 855, Part2: 5126
Operation: L47, Current Value: 66, Part1: 855, Part2: 5127
Operation: L66, Current Value: 0, Part1: 856, Part2: 5127
Operation: L57, Current Value: 43, Part1: 856, Part2: 5128
Operation: L43, Current Value: 0, Part1: 857, Part2: 5128
Operation: L70, Current Value: 30, Part1: 857, Part2: 5129
Operation: R949, Current Value: 79, Part1: 857, Part2: 5138
Operation: L79, Current Value: 0, Part1: 858, Part2: 5138
Operation: L64, Current Value: 36, Part1: 858, Part2: 5139
Operation: L91, Current Value: 45, Part1: 858, Part2: 5140
Operation: R55, Current Value: 0, Part1: 859, Part2: 5141
Operation: L534, Current Value: 66, Part1: 859, Part2: 5147
Operation: R8, Current Value: 74, Part1: 859, Part2: 5147
Operation: L1, Current Value: 73, Part1: 859, Part2: 5147
Operation: R57, Current Value: 30, Part1: 859, Part2: 5148
Operation: R476, Current Value: 6, Part1: 859, Part2: 5153
Operation: L806, Current Value: 0, Part1: 860, Part2: 5161
Operation: R19, Current Value: 19, Part1: 860, Part2: 5161
Operation: R581, Current Value: 0, Part1: 861, Part2: 5167
Operation: R38, Current Value: 38, Part1: 861, Part2: 5167
Operation: L4, Current Value: 34, Part1: 861, Part2: 5167
Operation: R486, Current Value: 20, Part1: 861, Part2: 5172
Operation: L395, Current Value: 25, Part1: 861, Part2: 5176
Operation: L17, Current Value: 8, Part1: 861, Part2: 5176
Operation: L47, Current Value: 61, Part1: 861, Part2: 5177
Operation: R69, Current Value: 30, Part1: 861, Part2: 5178
Operation: L754, Current Value: 76, Part1: 861, Part2: 5186
Operation: R771, Current Value: 47, Part1: 861, Part2: 5194
Operation: L47, Current Value: 0, Part1: 862, Part2: 5194
Operation: R56, Current Value: 56, Part1: 862, Part2: 5194
Operation: L718, Current Value: 38, Part1: 862, Part2: 5201
Operation: R5, Current Value: 43, Part1: 862, Part2: 5201
Operation: L43, Current Value: 0, Part1: 863, Part2: 5201
Operation: L43, Current Value: 57, Part1: 863, Part2: 5202
Operation: L57, Current Value: 0, Part1: 864, Part2: 5202
Operation: L539, Current Value: 61, Part1: 864, Part2: 5208
Operation: L417, Current Value: 44, Part1: 864, Part2: 5212
Operation: L69, Current Value: 75, Part1: 864, Part2: 5213
Operation: L75, Current Value: 0, Part1: 865, Part2: 5213
Operation: L12, Current Value: 88, Part1: 865, Part2: 5214
Operation: L42, Current Value: 46, Part1: 865, Part2: 5214
Operation: R54, Current Value: 0, Part1: 866, Part2: 5215
Operation: L5, Current Value: 95, Part1: 866, Part2: 5216
Operation: L93, Current Value: 2, Part1: 866, Part2: 5216
Operation: L22, Current Value: 80, Part1: 866, Part2: 5217
Operation: L80, Current Value: 0, Part1: 867, Part2: 5217
Operation: R6, Current Value: 6, Part1: 867, Part2: 5217
Operation: L6, Current Value: 0, Part1: 868, Part2: 5217
Operation: R73, Current Value: 73, Part1: 868, Part2: 5217
Operation: L65, Current Value: 8, Part1: 868, Part2: 5217
Operation: L8, Current Value: 0, Part1: 869, Part2: 5217
Operation: R744, Current Value: 44, Part1: 869, Part2: 5224
Operation: L444, Current Value: 0, Part1: 870, Part2: 5228
Operation: R54, Current Value: 54, Part1: 870, Part2: 5228
Operation: L863, Current Value: 91, Part1: 870, Part2: 5237
Operation: R726, Current Value: 17, Part1: 870, Part2: 5245
Operation: L17, Current Value: 0, Part1: 871, Part2: 5245
Operation: R52, Current Value: 52, Part1: 871, Part2: 5245
Operation: L506, Current Value: 46, Part1: 871, Part2: 5250
Operation: R33, Current Value: 79, Part1: 871, Part2: 5250
Operation: L15, Current Value: 64, Part1: 871, Part2: 5250
Operation: L43, Current Value: 21, Part1: 871, Part2: 5250
Operation: L446, Current Value: 75, Part1: 871, Part2: 5255
Operation: R79, Current Value: 54, Part1: 871, Part2: 5256
Operation: L511, Current Value: 43, Part1: 871, Part2: 5261
Operation: L50, Current Value: 93, Part1: 871, Part2: 5262
Operation: L93, Current Value: 0, Part1: 872, Part2: 5262
Operation: R48, Current Value: 48, Part1: 872, Part2: 5262
Operation: L48, Current Value: 0, Part1: 873, Part2: 5262
Operation: L630, Current Value: 70, Part1: 873, Part2: 5269
Operation: R76, Current Value: 46, Part1: 873, Part2: 5270
Operation: L90, Current Value: 56, Part1: 873, Part2: 5271
Operation: R856, Current Value: 12, Part1: 873, Part2: 5280
Operation: L12, Current Value: 0, Part1: 874, Part2: 5280
Operation: L62, Current Value: 38, Part1: 874, Part2: 5281
Operation: R59, Current Value: 97, Part1: 874, Part2: 5281
Operation: R3, Current Value: 0, Part1: 875, Part2: 5282
Operation: R59, Current Value: 59, Part1: 875, Part2: 5282
Operation: R906, Current Value: 65, Part1: 875, Part2: 5291
Operation: L21, Current Value: 44, Part1: 875, Part2: 5291
Operation: R56, Current Value: 0, Part1: 876, Part2: 5292
Operation: L88, Current Value: 12, Part1: 876, Part2: 5293
Operation: L14, Current Value: 98, Part1: 876, Part2: 5294
Operation: L98, Current Value: 0, Part1: 877, Part2: 5294
Operation: L61, Current Value: 39, Part1: 877, Part2: 5295
Operation: R61, Current Value: 0, Part1: 878, Part2: 5296
Operation: L951, Current Value: 49, Part1: 878, Part2: 5306
Operation: L26, Current Value: 23, Part1: 878, Part2: 5306
Operation: R43, Current Value: 66, Part1: 878, Part2: 5306
Operation: L66, Current Value: 0, Part1: 879, Part2: 5306
Operation: L79, Current Value: 21, Part1: 879, Part2: 5307
Operation: R937, Current Value: 58, Part1: 879, Part2: 5316
Operation: R77, Current Value: 35, Part1: 879, Part2: 5317
Operation: R165, Current Value: 0, Part1: 880, Part2: 5319
Operation: L194, Current Value: 6, Part1: 880, Part2: 5321
Operation: L934, Current Value: 72, Part1: 880, Part2: 5331
Operation: R258, Current Value: 30, Part1: 880, Part2: 5334
Operation: R41, Current Value: 71, Part1: 880, Part2: 5334
Operation: R148, Current Value: 19, Part1: 880, Part2: 5336
Operation: L19, Current Value: 0, Part1: 881, Part2: 5336
Operation: R362, Current Value: 62, Part1: 881, Part2: 5339
Operation: R21, Current Value: 83, Part1: 881, Part2: 5339
Operation: L398, Current Value: 85, Part1: 881, Part2: 5343
Operation: L85, Current Value: 0, Part1: 882, Part2: 5343
Operation: R10, Current Value: 10, Part1: 882, Part2: 5343
Operation: L29, Current Value: 81, Part1: 882, Part2: 5344
Operation: L93, Current Value: 88, Part1: 882, Part2: 5345
Operation: R8, Current Value: 96, Part1: 882, Part2: 5345
Operation: R22, Current Value: 18, Part1: 882, Part2: 5346
Operation: R383, Current Value: 1, Part1: 882, Part2: 5350
Operation: L23, Current Value: 78, Part1: 882, Part2: 5351
Operation: R22, Current Value: 0, Part1: 883, Part2: 5352
Operation: L987, Current Value: 13, Part1: 883, Part2: 5362
Operation: R68, Current Value: 81, Part1: 883, Part2: 5362
Operation: L31, Current Value: 50, Part1: 883, Part2: 5362
Operation: R24, Current Value: 74, Part1: 883, Part2: 5362
Operation: L2, Current Value: 72, Part1: 883, Part2: 5362
Operation: R66, Current Value: 38, Part1: 883, Part2: 5363
Operation: R23, Current Value: 61, Part1: 883, Part2: 5363
Operation: R39, Current Value: 0, Part1: 884, Part2: 5364
Operation: R45, Current Value: 45, Part1: 884, Part2: 5364
Operation: R77, Current Value: 22, Part1: 884, Part2: 5365
Operation: R292, Current Value: 14, Part1: 884, Part2: 5368
Operation: R86, Current Value: 0, Part1: 885, Part2: 5369
Operation: L4, Current Value: 96, Part1: 885, Part2: 5370
Operation: L72, Current Value: 24, Part1: 885, Part2: 5370
Operation: L53, Current Value: 71, Part1: 885, Part2: 5371
Operation: R29, Current Value: 0, Part1: 886, Part2: 5372
Operation: L688, Current Value: 12, Part1: 886, Part2: 5379
Operation: R33, Current Value: 45, Part1: 886, Part2: 5379
Operation: R55, Current Value: 0, Part1: 887, Part2: 5380
Operation: L71, Current Value: 29, Part1: 887, Part2: 5381
Operation: R71, Current Value: 0, Part1: 888, Part2: 5382
Operation: L692, Current Value: 8, Part1: 888, Part2: 5389
Operation: L42, Current Value: 66, Part1: 888, Part2: 5390
Operation: R34, Current Value: 0, Part1: 889, Part2: 5391
Operation: R64, Current Value: 64, Part1: 889, Part2: 5391
Operation: L26, Current Value: 38, Part1: 889, Part2: 5391
Operation: R909, Current Value: 47, Part1: 889, Part2: 5400
Operation: L823, Current Value: 24, Part1: 889, Part2: 5408
Operation: R76, Current Value: 0, Part1: 890, Part2: 5409
Operation: L830, Current Value: 70, Part1: 890, Part2: 5418
Operation: R34, Current Value: 4, Part1: 890, Part2: 5419
Operation: L4, Current Value: 0, Part1: 891, Part2: 5419
Operation: L363, Current Value: 37, Part1: 891, Part2: 5423
Operation: R69, Current Value: 6, Part1: 891, Part2: 5424
Operation: L6, Current Value: 0, Part1: 892, Part2: 5424
Operation: L17, Current Value: 83, Part1: 892, Part2: 5425
Operation: L83, Current Value: 0, Part1: 893, Part2: 5425
Operation: R9, Current Value: 9, Part1: 893, Part2: 5425
Operation: L82, Current Value: 27, Part1: 893, Part2: 5426
Operation: R61, Current Value: 88, Part1: 893, Part2: 5426
Operation: R93, Current Value: 81, Part1: 893, Part2: 5427
Operation: L19, Current Value: 62, Part1: 893, Part2: 5427
Operation: R12, Current Value: 74, Part1: 893, Part2: 5427
Operation: R26, Current Value: 0, Part1: 894, Part2: 5428
Operation: L55, Current Value: 45, Part1: 894, Part2: 5429
Operation: L645, Current Value: 0, Part1: 895, Part2: 5435
Operation: L67, Current Value: 33, Part1: 895, Part2: 5436
Operation: R48, Current Value: 81, Part1: 895, Part2: 5436
Operation: L29, Current Value: 52, Part1: 895, Part2: 5436
Operation: L52, Current Value: 0, Part1: 896, Part2: 5436
Operation: L40, Current Value: 60, Part1: 896, Part2: 5437
Operation: R40, Current Value: 0, Part1: 897, Part2: 5438
Operation: R897, Current Value: 97, Part1: 897, Part2: 5446
Operation: R34, Current Value: 31, Part1: 897, Part2: 5447
Operation: R20, Current Value: 51, Part1: 897, Part2: 5447
Operation: L451, Current Value: 0, Part1: 898, Part2: 5451
Operation: R47, Current Value: 47, Part1: 898, Part2: 5451
Operation: R653, Current Value: 0, Part1: 899, Part2: 5458
Operation: L65, Current Value: 35, Part1: 899, Part2: 5459
Operation: R96, Current Value: 31, Part1: 899, Part2: 5460
Operation: R15, Current Value: 46, Part1: 899, Part2: 5460
Operation: R86, Current Value: 32, Part1: 899, Part2: 5461
Operation: L96, Current Value: 36, Part1: 899, Part2: 5462
Operation: R85, Current Value: 21, Part1: 899, Part2: 5463
Operation: L21, Current Value: 0, Part1: 900, Part2: 5463
Operation: R98, Current Value: 98, Part1: 900, Part2: 5463
Operation: R86, Current Value: 84, Part1: 900, Part2: 5464
Operation: R54, Current Value: 38, Part1: 900, Part2: 5465
Operation: R662, Current Value: 0, Part1: 901, Part2: 5472
Operation: L754, Current Value: 46, Part1: 901, Part2: 5480
Operation: R54, Current Value: 0, Part1: 902, Part2: 5481
Operation: R59, Current Value: 59, Part1: 902, Part2: 5481
Operation: R51, Current Value: 10, Part1: 902, Part2: 5482
Operation: L11, Current Value: 99, Part1: 902, Part2: 5483
Operation: R56, Current Value: 55, Part1: 902, Part2: 5484
Operation: R442, Current Value: 97, Part1: 902, Part2: 5488
Operation: R6, Current Value: 3, Part1: 902, Part2: 5489
Operation: R97, Current Value: 0, Part1: 903, Part2: 5490
Operation: R79, Current Value: 79, Part1: 903, Part2: 5490
Operation: L927, Current Value: 52, Part1: 903, Part2: 5499
Operation: L52, Current Value: 0, Part1: 904, Part2: 5499
Operation: L96, Current Value: 4, Part1: 904, Part2: 5500
Operation: L63, Current Value: 41, Part1: 904, Part2: 5501
Operation: R61, Current Value: 2, Part1: 904, Part2: 5502
Operation: L60, Current Value: 42, Part1: 904, Part2: 5503
Operation: R614, Current Value: 56, Part1: 904, Part2: 5509
Operation: L19, Current Value: 37, Part1: 904, Part2: 5509
Operation: L30, Current Value: 7, Part1: 904, Part2: 5509
Operation: L88, Current Value: 19, Part1: 904, Part2: 5510
Operation: L93, Current Value: 26, Part1: 904, Part2: 5511
Operation: R640, Current Value: 66, Part1: 904, Part2: 5517
Operation: L89, Current Value: 77, Part1: 904, Part2: 5518
Operation: R23, Current Value: 0, Part1: 905, Part2: 5519
Operation: R64, Current Value: 64, Part1: 905, Part2: 5519
Operation: R41, Current Value: 5, Part1: 905, Part2: 5520
Operation: R53, Current Value: 58, Part1: 905, Part2: 5520
Operation: L31, Current Value: 27, Part1: 905, Part2: 5520
Operation: L27, Current Value: 0, Part1: 906, Part2: 5520
Operation: R309, Current Value: 9, Part1: 906, Part2: 5523
Operation: L9, Current Value: 0, Part1: 907, Part2: 5523
Operation: L27, Current Value: 73, Part1: 907, Part2: 5524
Operation: R2, Current Value: 75, Part1: 907, Part2: 5524
Operation: L75, Current Value: 0, Part1: 908, Part2: 5524
Operation: R15, Current Value: 15, Part1: 908, Part2: 5524
Operation: R86, Current Value: 1, Part1: 908, Part2: 5525
Operation: L29, Current Value: 72, Part1: 908, Part2: 5526
Operation: L52, Current Value: 20, Part1: 908, Part2: 5526
Operation: R80, Current Value: 0, Part1: 909, Part2: 5527
Operation: L290, Current Value: 10, Part1: 909, Part2: 5530
Operation: L76, Current Value: 34, Part1: 909, Part2: 5531
Operation: L12, Current Value: 22, Part1: 909, Part2: 5531
Operation: R78, Current Value: 0, Part1: 910, Part2: 5532
Operation: L158, Current Value: 42, Part1: 910, Part2: 5534
Operation: L64, Current Value: 78, Part1: 910, Part2: 5535
Operation: L78, Current Value: 0, Part1: 911, Part2: 5535
Operation: L26, Current Value: 74, Part1: 911, Part2: 5536
Operation: L74, Current Value: 0, Part1: 912, Part2: 5536
Operation: R41, Current Value: 41, Part1: 912, Part2: 5536
Operation: R59, Current Value: 0, Part1: 913, Part2: 5537
Operation: L630, Current Value: 70, Part1: 913, Part2: 5544
Operation: L99, Current Value: 71, Part1: 913, Part2: 5545
Operation: R29, Current Value: 0, Part1: 914, Part2: 5546
Operation: L65, Current Value: 35, Part1: 914, Part2: 5547
Operation: R50, Current Value: 85, Part1: 914, Part2: 5547
Operation: R5, Current Value: 90, Part1: 914, Part2: 5547
Operation: R58, Current Value: 48, Part1: 914, Part2: 5548
Operation: R7, Current Value: 55, Part1: 914, Part2: 5548
Operation: L98, Current Value: 57, Part1: 914, Part2: 5549
Operation: R3, Current Value: 60, Part1: 914, Part2: 5549
Operation: L51, Current Value: 9, Part1: 914, Part2: 5549
Operation: R65, Current Value: 74, Part1: 914, Part2: 5549
Operation: L74, Current Value: 0, Part1: 915, Part2: 5549
Operation: R668, Current Value: 68, Part1: 915, Part2: 5555
Operation: R18, Current Value: 86, Part1: 915, Part2: 5555
Operation: R80, Current Value: 66, Part1: 915, Part2: 5556
Operation: L14, Current Value: 52, Part1: 915, Part2: 5556
Operation: R424, Current Value: 76, Part1: 915, Part2: 5560
Operation: R76, Current Value: 52, Part1: 915, Part2: 5561
Operation: L352, Current Value: 0, Part1: 916, Part2: 5564
Operation: R38, Current Value: 38, Part1: 916, Part2: 5564
Operation: L50, Current Value: 88, Part1: 916, Part2: 5565
Operation: R412, Current Value: 0, Part1: 917, Part2: 5570
Operation: R93, Current Value: 93, Part1: 917, Part2: 5570
Operation: R7, Current Value: 0, Part1: 918, Part2: 5571
Operation: L27, Current Value: 73, Part1: 918, Part2: 5572
Operation: L8, Current Value: 65, Part1: 918, Part2: 5572
Operation: R433, Current Value: 98, Part1: 918, Part2: 5576
Operation: L12, Current Value: 86, Part1: 918, Part2: 5576
Operation: L86, Current Value: 0, Part1: 919, Part2: 5576
Operation: L13, Current Value: 87, Part1: 919, Part2: 5577
Operation: R13, Current Value: 0, Part1: 920, Part2: 5578
Operation: L74, Current Value: 26, Part1: 920, Part2: 5579
Operation: R74, Current Value: 0, Part1: 921, Part2: 5580
Operation: L55, Current Value: 45, Part1: 921, Part2: 5581
Operation: R55, Current Value: 0, Part1: 922, Part2: 5582
Operation: R222, Current Value: 22, Part1: 922, Part2: 5584
Operation: R378, Current Value: 0, Part1: 923, Part2: 5588
Operation: R4, Current Value: 4, Part1: 923, Part2: 5588
Operation: L48, Current Value: 56, Part1: 923, Part2: 5589
Operation: L56, Current Value: 0, Part1: 924, Part2: 5589
Operation: R25, Current Value: 25, Part1: 924, Part2: 5589
Operation: L25, Current Value: 0, Part1: 925, Part2: 5589
Operation: R57, Current Value: 57, Part1: 925, Part2: 5589
Operation: L90, Current Value: 67, Part1: 925, Part2: 5590
Operation: R54, Current Value: 21, Part1: 925, Part2: 5591
Operation: R687, Current Value: 8, Part1: 925, Part2: 5598
Operation: L85, Current Value: 23, Part1: 925, Part2: 5599
Operation: L55, Current Value: 68, Part1: 925, Part2: 5600
Operation: L68, Current Value: 0, Part1: 926, Part2: 5600
Operation: R19, Current Value: 19, Part1: 926, Part2: 5600
Operation: R62, Current Value: 81, Part1: 926, Part2: 5600
Operation: R519, Current Value: 0, Part1: 927, Part2: 5606
Operation: L45, Current Value: 55, Part1: 927, Part2: 5607
